date,purchases,unique_invoices,unique_streams,total_views,year_month,revenue
2019-05-30,2,1,2,6,2019-05,9.799999999999999
2019-05-31,0,0,0,0,2019-05,0.0
2019-06-01,0,0,0,0,2019-06,0.0
2019-06-02,0,0,0,0,2019-06,0.0
2019-06-03,0,0,0,0,2019-06,0.0
2019-06-04,0,0,0,0,2019-06,0.0
2019-06-05,0,0,0,0,2019-06,0.0
2019-06-06,0,0,0,0,2019-06,0.0
2019-06-07,0,0,0,0,2019-06,0.0
2019-06-08,0,0,0,0,2019-06,0.0
2019-06-09,0,0,0,0,2019-06,0.0
2019-06-10,0,0,0,0,2019-06,0.0
2019-06-11,0,0,0,0,2019-06,0.0
2019-06-12,139,2,139,1659,2019-06,286.96000000000004
2019-06-13,0,0,0,0,2019-06,0.0
2019-06-14,0,0,0,0,2019-06,0.0
2019-06-15,0,0,0,0,2019-06,0.0
2019-06-16,0,0,0,0,2019-06,0.0
2019-06-17,0,0,0,0,2019-06,0.0
2019-06-18,0,0,0,0,2019-06,0.0
2019-06-19,0,0,0,0,2019-06,0.0
2019-06-20,0,0,0,0,2019-06,0.0
2019-06-21,0,0,0,0,2019-06,0.0
2019-06-22,0,0,0,0,2019-06,0.0
2019-06-23,0,0,0,0,2019-06,0.0
2019-06-24,0,0,0,0,2019-06,0.0
2019-06-25,0,0,0,0,2019-06,0.0
2019-06-26,0,0,0,0,2019-06,0.0
2019-06-27,30,2,30,282,2019-06,83.42000000000002
2019-06-28,0,0,0,0,2019-06,0.0
2019-06-29,0,0,0,0,2019-06,0.0
2019-06-30,0,0,0,0,2019-06,0.0
